soil_ph,soil_moisture,nitrogen,phosphorus,potassium,temperature,humidity,crop,irrigation_mm
7.23,52.54,22,67,18,16.3,82.05,Rice,72.21
7.01,23.58,127,69,135,19.35,78.05,Rice,94.69
7.91,58.15,59,59,129,20.77,41.76,Sugarcane,108.06
5.76,23.68,139,40,132,41.14,88.64,Cotton,70.14
6.52,27.74,35,15,91,42.61,56.32,Sugarcane,141.06
6.71,51.03,14,19,30,39.25,88.54,Wheat,43.38
7.55,15.24,111,46,52,17.76,67.4,Sugarcane,139.81
6.34,18.15,75,20,139,43.58,69.25,Sugarcane,128.87
7.32,16.4,122,16,124,44.56,41.79,Cotton,85.39
5.63,24.04,19,39,30,23.05,38.62,Wheat,65.85
8.26,28.12,101,71,121,37.9,86.46,Rice,97.58
8.17,33.38,104,33,141,36.85,91.64,Wheat,48.75
6.77,27.13,97,17,21,17.69,62.02,Rice,95.24
6.83,18.61,95,6,136,40.14,43.84,Sugarcane,143.24
5.82,35.75,64,21,140,21.91,56.94,Maize,36.7
8.2,47.09,143,38,103,43.43,74.45,Wheat,43.07
8.37,53.19,92,66,96,15.8,39.74,Sugarcane,114.74
7.03,25.12,134,45,23,37.67,76.28,Rice,96.43
6.15,40.32,125,60,69,37.56,76.11,Wheat,50.06
8.07,25.68,48,45,72,34.54,78.12,Maize,49.49
7.87,59.74,93,30,35,42.17,93.26,Rice,73.13
7.63,13.76,65,32,86,43.5,52.02,Wheat,80.32
7.64,38.57,69,65,15,27.6,39.94,Maize,55.68
7.9,34.67,103,76,104,38.59,56.84,Cotton,68.26
7.59,35.36,126,75,27,24.99,60.71,Cotton,58.68
7.19,57.2,13,10,146,32.31,57.4,Wheat,34.28
7.29,57.36,22,12,22,38.46,71.33,Maize,43.53
7.53,54.22,66,29,34,28.75,90.64,Maize,24.85
7.99,34.97,39,19,39,38.3,91.67,Wheat,39.43
8.22,16.67,142,19,105,31.78,64.34,Cotton,78.03
7.35,57.11,38,23,77,39.96,50.17,Cotton,52.37
7.82,26.08,81,5,122,34.71,84.93,Sugarcane,125.86
5.75,41.74,118,29,20,16.68,45.16,Rice,81.65
6.07,32.94,94,66,106,43.37,73.86,Cotton,73.27
7.85,28.34,69,6,145,39.21,59.66,Cotton,72.19
5.89,53.53,81,35,140,20.54,90.55,Sugarcane,97.4
7.51,55.6,86,6,36,22.03,42.59,Sugarcane,115.01
5.62,12.57,137,51,127,40.69,80.02,Maize,56.64
6.23,59.25,68,23,119,29.63,39.52,Wheat,40.45
7.85,43.55,92,27,15,21.62,33.08,Rice,94.99
6.22,27.27,123,27,106,38.55,93.46,Sugarcane,130.38
7.37,50.86,113,40,112,34.59,42.06,Sugarcane,117.85
7.97,19.01,133,27,78,38.07,48.31,Rice,107.03
7.88,56.89,33,70,100,19.69,48.99,Wheat,33.27
7.09,16.07,145,32,96,21.64,75.4,Wheat,64.19
6.26,53.08,85,41,105,30.23,84.56,Cotton,52.99
8.1,36.11,104,6,127,32.9,53.01,Wheat,47.27
6.71,51.13,136,66,78,19.26,85.63,Maize,22.7
5.83,42.71,44,18,97,42.15,71.59,Wheat,49.1
8.09,54.69,23,24,96,35.44,69.38,Rice,78.57
6.6,21.2,98,41,90,36.26,65.06,Sugarcane,134.23
7.46,12.01,39,39,25,29.44,94.38,Wheat,68.52
6.84,55.84,101,64,71,25.78,30.23,Cotton,58.7
5.89,59.25,96,13,66,35.95,60.37,Cotton,55.8
6.07,36.03,109,13,53,33.27,44.2,Cotton,75.35
6.57,50.07,10,65,135,16.01,65.83,Sugarcane,111.66
8.41,59.06,114,35,93,20.36,39.47,Wheat,31.88
6.29,53.71,100,10,113,20.72,59.37,Wheat,41.43
8.32,49.08,125,47,62,43.07,63.27,Maize,39.21
7.87,31.94,27,27,100,31.99,74.45,Cotton,60.86
5.69,33.49,143,38,48,24.02,49.18,Rice,102.93
6.19,56.02,149,15,117,24.38,67.56,Sugarcane,99.56
7.69,29.92,23,18,20,39.73,35.62,Maize,61.38
6.96,48.0,26,76,108,27.65,57.72,Cotton,52.27
8.26,38.82,51,7,125,36.71,69.51,Wheat,65.41
6.12,49.7,71,22,144,28.34,94.27,Maize,27.82
6.08,48.43,143,37,122,17.08,30.48,Sugarcane,115.95
6.91,52.27,67,8,70,33.55,62.86,Cotton,58.24
6.47,20.25,67,22,40,21.41,47.01,Cotton,77.23
7.82,13.73,107,72,134,35.27,70.63,Maize,58.85
7.37,17.36,23,70,86,25.78,34.12,Sugarcane,143.8
6.95,16.78,79,37,32,22.14,84.98,Sugarcane,128.59
7.5,39.03,148,39,142,38.73,50.44,Cotton,66.85
5.85,29.08,63,32,116,18.31,80.7,Sugarcane,128.07
8.14,56.36,127,48,6,17.06,68.71,Sugarcane,101.87
7.31,24.48,83,77,16,18.15,32.64,Rice,103.24
8.42,14.01,123,27,30,41.4,46.55,Sugarcane,147.55
6.91,25.34,135,6,64,35.77,93.38,Maize,45.47
7.34,18.57,56,67,139,39.57,38.12,Cotton,85.17
6.24,39.1,45,38,25,34.92,34.61,Cotton,73.35
6.5,10.89,46,79,124,16.88,92.71,Rice,100.9
7.83,49.39,60,19,12,35.52,56.38,Maize,36.69
7.48,57.67,102,25,11,20.59,77.06,Maize,20.0
5.95,39.6,117,63,88,31.85,33.65,Wheat,65.33
7.32,36.51,102,59,99,16.33,59.88,Sugarcane,110.78
8.44,16.96,44,54,13,21.71,59.39,Cotton,63.5
8.16,27.26,20,13,139,20.78,80.11,Sugarcane,125.43
6.91,44.23,98,19,8,41.01,40.51,Sugarcane,124.87
7.39,56.16,75,39,116,22.57,55.44,Sugarcane,110.7
6.57,56.8,60,70,100,26.94,37.82,Sugarcane,111.08
6.38,58.92,40,27,67,29.96,87.47,Cotton,51.23
6.67,11.45,77,27,13,36.38,36.54,Sugarcane,153.52
6.83,35.17,36,17,144,24.09,66.12,Maize,40.9
7.8,14.08,48,19,58,36.9,63.91,Rice,107.86
6.75,50.65,61,38,39,39.33,39.01,Wheat,44.2
6.0,46.72,89,30,44,20.54,64.35,Cotton,52.21
8.43,39.47,73,72,62,17.33,56.07,Sugarcane,110.09
8.04,17.56,35,37,31,27.14,32.58,Sugarcane,145.58
6.32,30.04,141,16,62,43.69,72.94,Maize,57.51
7.4,18.28,111,47,109,16.64,66.8,Cotton,71.83
8.26,24.36,64,43,69,38.77,35.51,Wheat,66.25
6.81,58.3,135,49,81,28.07,63.56,Maize,29.11
5.79,47.19,144,27,104,29.03,84.73,Rice,83.33
6.13,11.91,137,33,46,30.07,91.82,Cotton,74.74
7.02,33.59,105,10,77,30.68,48.95,Cotton,73.61
7.46,53.9,32,29,14,40.39,83.07,Wheat,46.88
5.56,37.14,74,69,105,30.17,40.54,Rice,102.11
8.03,39.34,129,78,60,26.42,37.84,Maize,46.24
8.47,51.29,21,62,116,16.51,56.28,Wheat,38.2
5.87,39.36,81,78,147,27.19,43.52,Sugarcane,124.69
7.14,49.75,130,47,103,21.56,86.63,Maize,20.0
7.66,49.12,34,26,127,31.38,54.33,Sugarcane,122.14
5.9,45.38,111,17,28,20.35,89.01,Maize,26.94
7.94,32.54,77,18,34,26.19,48.93,Rice,108.79
8.1,47.29,93,64,124,29.03,43.63,Cotton,59.96
7.36,25.13,57,77,124,44.8,87.27,Cotton,78.47
7.11,59.52,58,63,142,25.03,52.36,Wheat,40.27
5.61,53.87,93,10,113,43.22,82.72,Maize,40.42
6.16,36.63,138,8,51,35.0,56.74,Rice,91.62
8.49,31.55,80,61,37,42.84,51.82,Cotton,78.33
7.78,57.55,105,77,38,20.26,35.82,Maize,30.82
7.48,38.17,64,8,102,42.4,78.06,Sugarcane,130.07
6.59,24.98,121,16,60,33.85,79.51,Cotton,75.34
5.62,56.11,82,50,16,15.45,34.58,Cotton,50.01
6.02,11.27,120,48,112,18.18,44.43,Cotton,86.93
5.94,37.38,25,66,34,26.5,73.28,Sugarcane,119.85
6.04,32.89,54,64,84,31.04,51.6,Wheat,61.86
6.65,15.17,117,33,8,15.36,51.6,Rice,104.82
6.68,33.19,129,44,97,42.42,73.19,Wheat,65.64
8.01,51.48,133,53,59,34.23,83.0,Cotton,51.19
7.76,50.85,12,10,91,26.68,68.54,Cotton,52.46
6.97,51.8,147,45,120,38.85,70.89,Cotton,55.14
7.06,58.53,10,69,125,26.91,36.66,Maize,30.11
8.41,29.75,138,42,146,25.1,76.54,Sugarcane,122.66
6.95,41.34,85,67,87,35.76,46.34,Cotton,64.78
6.61,15.11,51,73,9,42.61,82.36,Wheat,72.62
5.92,48.47,71,58,108,33.72,45.54,Sugarcane,128.75
7.07,36.07,96,21,128,24.41,59.52,Rice,98.4
6.79,48.63,109,62,105,17.11,88.61,Wheat,32.73
7.32,55.28,91,6,20,17.16,42.77,Cotton,44.76
6.4,41.34,47,68,125,36.5,93.24,Maize,35.57
8.01,16.43,142,19,62,44.46,81.81,Sugarcane,135.94
7.83,27.13,139,61,9,44.77,61.24,Rice,111.08
5.5,58.8,92,42,46,19.35,85.78,Rice,71.05
8.11,11.0,31,31,109,21.54,66.26,Cotton,89.92
7.15,58.01,143,31,27,22.88,35.51,Wheat,36.01
8.43,45.32,115,68,129,27.12,92.89,Cotton,55.35
7.38,10.6,49,72,121,22.36,72.57,Wheat,61.92
5.68,31.84,100,28,77,22.77,84.38,Sugarcane,120.73
5.71,38.99,33,41,15,42.35,30.65,Rice,107.76
7.85,12.88,11,72,67,41.93,59.76,Rice,117.82
6.85,38.04,114,9,19,36.8,43.88,Maize,49.87
5.54,59.95,13,57,88,39.07,48.32,Maize,27.73
6.2,35.71,16,32,14,23.29,55.86,Maize,52.01
6.32,18.76,52,73,67,15.41,58.62,Rice,108.02
6.03,58.61,141,15,138,41.85,42.04,Rice,92.22
5.62,17.92,106,38,141,36.48,33.31,Wheat,64.93
7.39,12.18,62,53,23,31.88,75.51,Wheat,68.98
8.49,11.68,115,59,19,37.29,38.86,Maize,61.41
6.87,20.78,81,38,48,27.37,90.58,Wheat,63.56
6.4,53.38,70,8,130,36.06,76.05,Rice,88.03
6.26,55.37,20,12,16,15.35,49.56,Maize,27.81
8.3,25.53,30,45,26,33.16,89.92,Sugarcane,126.63
7.19,12.84,36,22,17,32.82,86.1,Rice,106.19
7.25,20.66,60,5,125,20.18,31.83,Cotton,85.16
7.62,50.5,91,18,45,21.28,92.4,Maize,20.0
6.87,38.52,113,78,124,35.35,46.29,Rice,97.59
5.89,15.49,99,52,119,16.77,79.82,Sugarcane,132.9
8.15,50.99,27,33,6,24.15,55.92,Sugarcane,110.95
5.53,27.62,90,79,26,20.43,42.03,Sugarcane,136.05
5.99,49.45,31,15,89,32.84,63.47,Sugarcane,118.49
7.87,17.26,134,15,65,41.31,55.63,Rice,109.85
7.6,14.39,52,23,81,18.56,75.52,Sugarcane,134.42
5.77,27.63,110,79,79,39.0,30.64,Wheat,79.23
5.53,40.54,30,16,87,15.39,50.29,Wheat,42.83
6.51,39.29,124,76,36,23.42,51.01,Cotton,59.28
6.36,16.44,58,36,79,19.52,36.84,Maize,57.26
7.86,55.64,147,25,44,38.87,79.84,Cotton,51.24
6.12,34.98,103,8,103,24.45,53.31,Rice,97.12
8.21,35.6,17,20,97,30.03,72.83,Maize,42.69
7.56,11.12,120,20,108,38.77,51.59,Cotton,84.31
8.21,44.41,23,27,126,31.72,42.57,Wheat,42.92
7.54,56.88,136,52,9,27.2,34.08,Cotton,55.05
6.49,27.2,128,46,45,35.1,94.89,Rice,101.22
6.01,14.39,34,45,7,27.5,86.07,Wheat,65.98
6.89,42.35,97,43,83,38.22,67.76,Sugarcane,120.91
8.08,45.89,135,35,70,15.39,60.89,Sugarcane,111.15
5.83,57.77,16,40,71,34.13,49.95,Rice,79.11
6.8,53.65,81,78,63,30.86,48.93,Cotton,56.09
6.54,55.04,33,69,114,37.09,31.19,Maize,40.65
6.58,10.97,45,77,109,37.25,39.59,Cotton,87.35
5.72,20.63,70,10,24,23.98,43.72,Maize,49.22
7.17,30.52,40,8,122,41.02,68.76,Sugarcane,132.09
7.64,30.8,57,32,148,20.0,67.47,Cotton,66.86
8.19,49.65,23,79,33,30.22,45.12,Sugarcane,122.39
6.07,22.83,41,24,57,25.85,44.32,Maize,43.98
7.02,13.41,10,43,65,34.79,79.81,Wheat,60.64
8.24,10.91,52,16,54,25.34,78.63,Wheat,69.26
8.22,59.08,86,9,142,32.2,41.78,Sugarcane,122.8
8.31,52.36,82,52,130,35.09,80.66,Wheat,44.71
7.68,57.59,106,40,34,15.57,56.93,Wheat,30.41
8.02,44.82,107,28,126,29.01,39.26,Maize,39.19
7.9,28.33,140,35,61,41.5,37.09,Cotton,75.56
8.42,17.36,17,15,142,21.24,71.8,Wheat,63.37
7.35,49.92,101,62,89,42.56,37.19,Maize,45.3
5.62,33.22,10,32,54,29.66,85.9,Cotton,66.89
5.86,55.5,50,71,52,39.54,65.35,Rice,87.15
6.57,38.44,123,51,88,18.69,50.92,Sugarcane,129.8
8.06,29.05,51,56,52,18.45,39.01,Maize,56.47
6.14,33.72,16,26,82,28.41,91.21,Maize,47.41
6.69,31.71,24,67,64,38.09,94.86,Cotton,69.42
6.16,49.58,15,16,16,16.7,69.6,Cotton,47.39
7.16,42.76,12,20,18,44.42,93.46,Rice,91.16
5.73,12.45,37,6,70,26.71,51.91,Rice,114.84
7.07,53.5,67,41,147,24.47,53.09,Wheat,37.14
6.08,52.34,78,50,29,35.23,30.44,Maize,41.11
7.38,50.51,97,39,33,37.02,36.85,Rice,90.83
5.53,17.92,65,10,36,32.92,45.42,Rice,110.88
6.99,20.95,62,62,105,15.79,91.61,Maize,41.23
7.51,42.35,26,8,18,41.52,73.4,Wheat,53.4
6.12,26.0,40,8,95,25.25,40.44,Cotton,68.46
6.58,33.86,123,51,19,36.36,89.43,Rice,96.25
6.3,21.67,134,17,66,38.27,33.96,Cotton,87.76
7.48,10.65,33,43,113,34.55,49.3,Maize,69.34
8.29,47.03,25,25,19,22.78,79.86,Wheat,47.08
5.56,16.78,49,15,46,25.9,80.36,Cotton,69.33
7.76,55.06,49,49,140,40.95,80.61,Wheat,47.15
5.64,49.1,120,76,91,20.44,77.01,Maize,26.73
8.31,10.44,96,44,89,20.26,79.95,Rice,105.55
7.43,55.48,69,58,82,37.98,50.53,Sugarcane,103.59
7.36,12.48,25,72,131,24.94,72.74,Cotton,74.97
5.58,24.62,95,19,10,27.27,31.44,Wheat,66.21
7.41,47.06,16,68,58,32.29,52.82,Cotton,53.74
6.1,56.25,64,14,69,25.66,68.75,Wheat,39.4
8.43,59.88,117,35,72,29.83,53.19,Sugarcane,108.0
7.06,59.2,143,29,92,42.55,94.78,Rice,76.48
8.34,46.47,34,24,5,30.86,86.58,Sugarcane,117.0
5.84,48.34,39,5,52,42.11,65.04,Wheat,46.93
5.59,56.35,72,33,133,19.83,36.74,Wheat,39.13
5.53,21.36,36,65,56,32.06,36.31,Sugarcane,138.07
7.29,59.93,139,66,68,25.61,34.14,Maize,26.31
7.07,43.05,109,24,77,41.28,33.35,Wheat,53.81
6.4,38.45,16,39,128,35.79,56.41,Wheat,54.85
6.75,51.42,69,28,113,23.36,46.91,Wheat,31.76
8.3,34.37,142,20,31,33.39,49.72,Rice,101.67
5.92,46.23,43,66,25,34.55,69.62,Maize,38.95
7.05,56.32,143,60,18,25.36,57.74,Maize,23.24
6.28,44.93,12,31,57,35.46,81.37,Sugarcane,107.69
8.39,17.44,148,16,36,29.92,64.34,Wheat,66.57
8.37,31.31,94,39,121,16.77,93.94,Sugarcane,115.21
8.07,43.01,94,22,109,40.28,62.9,Wheat,45.52
6.84,57.52,149,20,31,31.56,90.47,Rice,73.1
7.22,22.17,36,36,21,28.17,77.53,Maize,50.74
6.83,17.55,118,49,68,18.01,91.41,Cotton,67.48
7.89,48.88,76,43,93,21.4,40.99,Sugarcane,119.67
6.93,56.03,14,33,73,18.25,83.07,Rice,70.29
7.81,27.35,89,21,118,26.17,90.09,Wheat,50.37
6.75,43.44,111,20,110,42.41,74.31,Cotton,60.89
7.6,59.27,59,40,27,27.66,79.72,Maize,30.56
5.93,11.98,128,30,110,34.27,87.65,Rice,114.94
6.1,22.3,76,16,39,20.73,57.34,Cotton,79.83
6.38,56.03,64,39,99,41.64,80.0,Rice,88.87
6.33,22.08,95,62,121,38.37,54.36,Wheat,76.27
7.39,33.7,72,55,105,38.99,93.75,Maize,42.69
7.62,38.67,120,29,116,28.14,92.4,Cotton,60.34
6.76,34.3,56,39,66,30.61,64.37,Maize,41.03
7.89,58.42,109,30,52,35.44,94.08,Rice,75.05
7.07,18.08,10,17,132,36.76,71.3,Wheat,69.01
7.64,31.46,66,48,16,39.08,53.97,Wheat,62.02
6.18,48.06,103,63,128,36.58,59.82,Cotton,69.7
6.83,40.23,54,74,128,26.35,44.51,Rice,99.15
6.32,49.45,61,52,130,42.65,49.5,Rice,97.38
7.24,57.01,134,7,25,28.39,85.14,Maize,28.16
7.35,36.36,70,79,145,42.32,61.96,Sugarcane,127.54
7.04,30.84,57,74,51,27.41,87.07,Cotton,64.28
7.9,21.75,95,33,148,18.87,76.92,Rice,98.79
5.75,28.77,76,60,28,34.59,41.14,Rice,108.61
6.83,50.13,44,54,149,29.86,38.76,Rice,88.16
7.94,39.26,81,74,141,21.12,31.56,Maize,38.63
6.06,31.82,140,27,126,17.62,57.1,Sugarcane,124.4
6.63,27.49,57,7,70,20.19,71.63,Sugarcane,124.6
6.39,17.96,148,43,23,32.7,75.76,Maize,59.55
5.73,37.82,91,40,92,34.44,89.19,Wheat,54.41
6.3,24.33,118,11,39,43.92,70.58,Rice,94.62
6.02,15.84,63,33,142,43.07,44.79,Cotton,81.56
7.11,25.38,19,17,110,34.23,52.15,Maize,54.02
5.64,53.28,137,56,65,41.74,52.52,Cotton,61.29
8.21,22.57,25,46,45,22.43,42.02,Sugarcane,138.7
6.19,23.18,51,45,125,18.48,55.18,Wheat,52.85
5.7,14.09,33,30,62,16.69,57.47,Wheat,69.67
6.85,57.7,137,67,20,24.44,38.96,Sugarcane,114.31
8.33,12.93,89,59,102,36.17,67.54,Maize,63.64
6.25,24.46,34,51,26,38.07,86.11,Sugarcane,133.0
5.85,30.85,60,59,43,41.83,39.63,Maize,46.05
7.41,54.51,10,14,22,42.67,76.09,Rice,89.9
8.08,11.43,76,65,69,24.55,94.97,Cotton,74.42
7.24,14.6,96,38,65,23.66,58.99,Sugarcane,139.59
8.45,14.9,39,30,67,22.13,78.79,Wheat,62.82
8.14,43.12,102,49,112,42.95,67.19,Sugarcane,119.27
7.18,30.79,108,37,62,40.68,66.9,Cotton,79.82
7.94,34.39,35,46,81,26.74,30.88,Maize,52.1
7.56,46.86,92,16,71,36.33,43.25,Rice,92.1
8.04,24.06,124,42,71,26.07,35.96,Wheat,59.73
7.91,29.71,122,57,141,33.84,37.98,Rice,108.33
7.04,59.25,72,24,81,24.15,51.53,Cotton,46.99
7.65,41.74,45,10,41,33.45,62.65,Cotton,59.87
5.55,55.0,124,29,81,42.33,62.59,Sugarcane,112.38
6.81,43.5,35,44,36,34.4,48.42,Cotton,56.23
7.28,27.86,66,62,26,19.76,84.64,Sugarcane,120.21
7.36,13.43,91,25,146,30.76,60.0,Cotton,83.17
8.38,19.25,96,29,20,17.24,61.39,Cotton,61.36
8.29,24.13,27,67,82,40.71,83.02,Wheat,61.97
5.68,22.35,106,57,87,28.74,58.6,Rice,101.11
7.48,22.14,12,32,5,18.93,81.85,Cotton,62.9
6.13,34.58,28,18,87,22.26,34.08,Maize,47.75
6.11,24.31,68,7,137,24.03,45.93,Rice,103.28
7.45,37.68,130,67,139,37.52,62.88,Maize,46.88
6.84,43.29,34,67,119,30.46,31.54,Sugarcane,129.95
8.32,42.2,94,34,13,35.34,83.35,Sugarcane,118.74
6.93,25.89,18,48,92,36.76,94.75,Sugarcane,129.91
6.41,53.92,42,67,109,42.12,45.3,Rice,92.76
8.43,47.5,67,64,39,25.87,55.08,Cotton,51.58
7.6,14.52,136,59,123,44.11,67.71,Rice,116.24
6.51,58.2,30,7,50,16.36,68.09,Sugarcane,104.55
6.17,58.01,99,55,72,21.86,57.99,Sugarcane,101.55
7.54,29.7,47,76,63,34.49,91.16,Wheat,57.61
7.64,49.82,47,22,99,41.6,45.0,Maize,38.75
5.86,48.17,16,66,49,37.26,46.52,Cotton,69.67
8.32,20.76,146,16,94,28.45,53.71,Sugarcane,141.34
6.54,49.29,75,55,77,33.75,81.88,Rice,82.34
5.71,20.51,122,26,101,34.62,79.44,Rice,105.27
8.32,40.54,97,8,109,44.82,57.56,Maize,41.89
7.4,34.04,48,45,35,39.72,87.98,Cotton,64.05
7.47,29.52,28,76,29,30.04,82.91,Rice,98.21
7.74,11.02,29,42,105,43.41,77.25,Maize,76.14
6.37,49.64,20,35,105,23.36,50.92,Rice,83.0
6.51,44.94,80,71,132,34.96,45.25,Rice,89.67
6.82,23.72,129,46,39,27.28,45.03,Cotton,80.98
8.44,34.85,59,17,115,27.92,79.28,Rice,87.47
8.41,21.17,81,48,94,44.9,48.07,Cotton,85.17
7.84,39.07,86,17,62,32.65,43.3,Cotton,76.33
7.82,10.03,138,64,71,41.12,59.89,Sugarcane,147.61
6.4,41.47,97,44,138,17.85,34.5,Cotton,72.43
6.48,44.51,148,44,12,43.1,53.15,Sugarcane,125.82
6.7,47.3,115,64,53,35.78,49.01,Rice,98.9
6.58,45.88,22,46,129,28.04,33.88,Rice,108.03
6.92,35.84,125,7,87,17.38,43.6,Cotton,59.58
6.87,59.22,12,39,89,40.5,44.02,Cotton,54.2
7.76,54.07,76,57,95,44.1,80.75,Maize,36.15
6.71,34.5,142,73,146,35.24,80.61,Cotton,55.29
8.12,17.77,14,43,131,28.04,74.96,Maize,56.69
7.12,57.72,147,6,67,37.43,88.2,Maize,31.83
5.73,56.5,120,68,101,36.46,77.82,Rice,84.55
6.6,19.8,66,68,84,31.46,88.9,Cotton,60.53
8.24,12.74,88,78,40,17.85,55.25,Wheat,75.18
7.13,26.93,27,42,105,17.57,49.26,Cotton,77.31
5.91,33.37,52,26,91,17.68,67.58,Maize,41.41
6.05,49.78,129,21,106,34.92,69.76,Sugarcane,126.05
6.92,30.96,14,29,77,22.63,87.97,Sugarcane,119.91
7.43,33.12,88,77,27,17.26,85.39,Sugarcane,110.88
6.74,45.03,78,66,26,15.33,65.4,Maize,23.41
6.7,55.89,73,74,19,36.04,90.57,Maize,20.0
6.88,22.21,19,8,66,18.93,49.16,Wheat,66.06
8.36,44.29,74,54,21,35.89,86.34,Cotton,49.39
6.22,19.56,140,53,25,15.27,81.51,Rice,96.51
7.56,55.73,70,44,108,23.72,49.84,Rice,87.52
7.89,32.45,112,41,79,42.2,40.36,Wheat,70.2
7.75,17.53,26,59,141,37.18,80.77,Wheat,74.76
6.69,29.2,22,77,123,29.01,42.69,Rice,100.45
6.98,21.89,147,58,83,22.78,85.21,Sugarcane,124.25
6.08,30.67,127,24,102,20.51,52.47,Maize,43.81
5.83,35.8,33,27,91,23.53,47.08,Maize,47.21
6.06,25.78,149,40,96,37.91,67.41,Rice,102.89
6.81,40.47,53,48,132,27.47,52.39,Wheat,52.83
5.53,25.66,64,20,93,43.04,45.54,Wheat,70.05
5.85,34.27,75,57,76,36.24,45.67,Maize,54.88
8.16,41.9,68,36,87,23.85,30.58,Cotton,59.86
7.48,56.28,137,32,149,39.28,52.98,Cotton,57.18
8.2,49.37,94,70,57,25.12,81.04,Cotton,57.77
7.31,58.78,47,72,54,39.88,88.43,Cotton,43.0
5.7,25.1,149,68,83,23.15,83.76,Maize,42.44
7.17,53.36,30,39,75,33.54,87.29,Wheat,32.99
5.89,49.87,33,14,124,44.78,50.57,Wheat,51.6
6.24,21.31,10,34,86,20.91,92.49,Sugarcane,129.7
6.23,22.37,68,60,110,40.94,46.24,Rice,107.73
5.77,20.32,17,10,113,39.55,44.82,Cotton,87.58
7.54,14.18,122,10,128,36.51,93.56,Rice,102.88
7.63,48.16,13,62,41,28.0,38.64,Wheat,53.99
6.65,57.72,105,18,15,34.44,35.1,Maize,38.81
5.59,47.59,21,56,145,21.44,89.46,Maize,26.5
7.79,15.67,57,55,122,23.44,63.54,Cotton,73.49
6.39,56.33,139,17,61,30.8,48.72,Wheat,44.42
7.87,17.97,139,61,99,38.22,30.54,Rice,115.22
7.29,19.73,13,62,141,36.41,73.06,Cotton,74.44
5.52,17.11,61,22,103,27.31,34.89,Maize,65.9
7.22,14.49,94,67,127,33.71,37.82,Sugarcane,149.19
5.71,51.42,126,55,69,41.8,33.14,Maize,41.17
5.91,34.27,25,47,112,21.51,37.98,Wheat,52.51
7.05,37.38,113,14,49,17.06,39.43,Sugarcane,119.24
8.14,17.11,83,48,138,26.99,79.72,Rice,103.25
7.0,46.28,94,42,149,33.22,70.01,Maize,42.78
5.76,27.94,11,16,44,38.57,71.69,Wheat,52.11
5.64,49.51,141,79,95,28.63,59.9,Sugarcane,108.91
7.76,17.66,125,51,28,39.85,81.45,Rice,111.37
7.67,27.95,50,33,132,40.72,91.85,Cotton,68.7
7.45,45.53,140,32,94,22.5,30.31,Sugarcane,117.07
6.69,34.26,61,59,41,41.83,84.57,Sugarcane,122.92
6.08,58.55,16,59,32,40.22,55.69,Rice,81.99
8.2,23.03,115,27,114,41.78,86.47,Sugarcane,126.12
6.71,58.78,62,65,132,24.7,91.21,Cotton,42.41
5.62,48.36,122,57,42,39.02,76.5,Sugarcane,120.54
6.0,41.34,81,15,33,38.35,84.03,Maize,40.86
6.44,44.08,16,68,86,28.89,68.84,Sugarcane,111.1
6.03,13.88,56,37,85,15.63,34.31,Sugarcane,138.22
6.87,46.89,48,76,41,21.54,90.17,Sugarcane,108.64
6.53,15.73,62,23,30,19.27,30.12,Maize,52.86
5.96,38.86,129,65,50,35.37,39.48,Cotton,71.78
6.46,34.98,23,60,58,15.14,72.23,Sugarcane,109.44
6.77,27.08,123,24,87,21.71,90.8,Sugarcane,118.82
5.92,13.95,27,22,37,37.67,49.33,Maize,65.03
8.3,58.07,77,23,29,38.8,73.01,Sugarcane,110.85
8.4,43.08,135,13,18,20.9,93.61,Wheat,26.38
8.04,55.6,111,25,125,42.08,58.94,Sugarcane,118.04
8.43,15.57,69,46,126,28.86,87.47,Rice,98.76
6.39,38.03,56,18,71,30.33,33.79,Sugarcane,135.65
5.9,13.64,106,43,61,33.35,44.54,Sugarcane,146.35
7.42,58.62,128,7,112,31.82,68.14,Wheat,44.17
7.3,15.59,90,76,147,31.45,75.41,Wheat,70.69
6.65,10.55,33,56,38,24.63,92.97,Rice,99.86
8.46,17.66,12,69,43,21.32,78.02,Sugarcane,139.71
7.14,14.8,10,76,102,15.43,87.83,Rice,113.4
6.34,37.14,138,63,32,40.68,36.93,Wheat,59.36
7.17,50.44,41,70,104,38.9,59.17,Sugarcane,118.62
6.68,35.93,33,16,143,34.47,42.93,Rice,95.09
6.69,13.56,132,33,38,23.06,34.2,Maize,62.63
6.53,20.2,42,61,59,15.46,44.73,Wheat,56.37
8.42,50.43,128,29,85,23.21,55.37,Rice,78.74
8.03,16.08,65,30,95,15.61,55.56,Rice,103.48
7.95,26.33,30,64,94,34.4,37.23,Wheat,64.72
8.35,58.43,83,78,54,38.53,47.81,Rice,93.24
6.7,30.66,113,38,28,30.32,64.56,Cotton,68.11
6.19,43.16,138,40,111,28.71,72.75,Maize,43.38
8.42,47.2,129,36,39,25.04,75.88,Cotton,60.31
5.65,33.13,147,75,107,41.77,33.35,Wheat,65.77
7.08,15.37,123,66,66,37.76,34.18,Cotton,96.31
5.9,26.29,119,53,20,44.13,83.76,Sugarcane,128.29
8.42,52.28,48,29,118,39.54,41.83,Cotton,56.37
7.59,50.89,49,73,106,19.04,65.15,Maize,34.94
8.27,11.4,57,65,52,30.99,74.18,Cotton,78.94
